314,623,1.00
315,623,1.00
316,623,1.00
317,623,1.00
318,623,1.00
319,623,1.00
320,623,1.00
321,623,1.00
322,623,1.00
323,623,1.00
324,623,1.00
314,624,1.00
315,624,1.00
316,624,1.00
317,624,1.00
318,624,1.00
319,624,1.00
320,624,1.00
321,624,1.00
322,624,1.00
323,624,1.00
324,624,1.00
314,625,1.00
315,625,1.00
316,625,1.00
317,625,1.00
318,625,1.00
319,625,1.00
320,625,1.00
321,625,1.00
322,625,1.00
323,625,1.00
324,625,1.00
314,626,1.00
315,626,1.00
316,626,1.00
317,626,1.00
318,626,1.00
319,626,1.00
320,626,1.00
321,626,1.00
322,626,1.00
323,626,1.00
324,626,1.00
314,627,1.00
315,627,1.00
316,627,1.00
317,627,1.00
318,627,1.00
319,627,1.00
320,627,1.00
321,627,1.00
322,627,1.00
323,627,1.00
324,627,1.00
314,628,1.00
315,628,1.00
316,628,1.00
317,628,1.00
318,628,1.00
319,628,1.00
320,628,1.00
321,628,1.00
322,628,1.00
323,628,1.00
324,628,1.00
314,629,1.00
315,629,1.00
316,629,1.00
317,629,1.00
318,629,1.00
319,629,1.00
320,629,1.00
321,629,1.00
322,629,1.00
323,629,1.00
324,629,1.00
314,630,1.00
315,630,1.00
316,630,1.00
317,630,1.00
318,630,1.00
319,630,1.00
320,630,1.00
321,630,1.00
322,630,1.00
323,630,1.00
324,630,1.00
314,631,0.90
315,631,0.90
316,631,1.00
317,631,1.00
318,631,1.00
319,631,1.00
320,631,1.00
321,631,1.00
322,631,1.00
323,631,0.90
324,631,0.90
314,632,0.90
315,632,0.90
316,632,0.90
317,632,1.00
318,632,1.00
319,632,1.00
320,632,1.00
321,632,1.00
322,632,0.90
323,632,0.90
324,632,0.90
314,633,0.60
315,633,0.60
316,633,0.60
317,633,0.60
318,633,0.60
319,633,0.60
320,633,0.60
321,633,0.60
322,633,0.60
323,633,0.60
324,633,0.60
314,622,1.00
315,622,1.00
316,622,1.00
317,622,1.00
318,622,1.00
319,622,1.00
320,622,1.00
321,622,1.00
322,622,1.00
323,622,1.00
324,622,1.00
314,620,1.00
315,620,1.00
316,620,1.00
317,620,1.00
318,620,1.00
319,620,1.00
320,620,1.00
321,620,1.00
322,620,1.00
323,620,1.00
324,620,1.00
314,621,1.00
315,621,1.00
316,621,1.00
317,621,1.00
318,621,1.00
319,621,1.00
320,621,1.00
321,621,1.00
322,621,1.00
323,621,1.00
324,621,1.00
314,618,0.90
315,618,1.00
316,618,1.00
317,618,1.00
318,618,1.00
319,618,1.00
320,618,1.00
321,618,1.00
322,618,1.00
323,618,1.00
324,618,1.00
314,619,0.90
315,619,1.00
316,619,1.00
317,619,1.00
318,619,1.00
319,619,1.00
320,619,1.00
321,619,1.00
322,619,1.00
323,619,1.00
324,619,1.00
314,615,0.60
315,615,1.00
316,615,1.00
317,615,1.00
318,615,1.00
319,615,1.00
320,615,1.00
321,615,1.00
322,615,1.00
323,615,1.00
324,615,1.00
314,616,0.60
315,616,1.00
316,616,1.00
317,616,1.00
318,616,1.00
319,616,1.00
320,616,1.00
321,616,1.00
322,616,1.00
323,616,1.00
324,616,1.00
314,617,0.60
315,617,1.00
316,617,1.00
317,617,1.00
318,617,1.00
319,617,1.00
320,617,1.00
321,617,1.00
322,617,1.00
323,617,1.00
324,617,1.00
314,612,0.30
315,612,0.60
316,612,1.00
317,612,1.00
318,612,1.00
319,612,1.00
320,612,1.00
321,612,1.00
322,612,1.00
323,612,1.00
324,612,1.00
314,613,0.30
315,613,0.60
316,613,1.00
317,613,1.00
318,613,1.00
319,613,1.00
320,613,1.00
321,613,1.00
322,613,1.00
323,613,1.00
324,613,1.00
314,614,0.30
315,614,0.60
316,614,1.00
317,614,1.00
318,614,1.00
319,614,1.00
320,614,1.00
321,614,1.00
322,614,1.00
323,614,1.00
324,614,1.00
315,609,0.30
316,609,0.60
317,609,0.90
318,609,1.00
319,609,1.00
320,609,1.00
321,609,1.00
322,609,1.00
323,609,1.00
324,609,1.00
325,609,1.00
315,610,0.30
316,610,0.60
317,610,1.00
318,610,1.00
319,610,1.00
320,610,1.00
321,610,1.00
322,610,1.00
323,610,1.00
324,610,1.00
325,610,1.00
315,611,0.30
316,611,0.60
317,611,1.00
318,611,1.00
319,611,1.00
320,611,1.00
321,611,1.00
322,611,1.00
323,611,1.00
324,611,1.00
325,611,1.00
325,612,1.00
325,613,1.00
325,614,1.00
325,615,0.90
325,616,0.60
325,617,0.60
325,618,0.30
325,619,0.30
316,607,0.30
317,607,0.60
318,607,0.90
319,607,1.00
320,607,1.00
321,607,1.00
322,607,1.00
323,607,1.00
324,607,1.00
325,607,1.00
326,607,1.00
316,608,0.30
317,608,0.60
318,608,1.00
319,608,1.00
320,608,1.00
321,608,1.00
322,608,1.00
323,608,1.00
324,608,1.00
325,608,1.00
326,608,1.00
326,609,1.00
326,610,1.00
326,611,1.00
326,612,1.00
326,613,0.90
326,614,0.60
326,615,0.60
326,616,0.30
326,617,0.30
317,605,0.30
318,605,0.60
319,605,0.60
320,605,1.00
321,605,1.00
322,605,1.00
323,605,1.00
324,605,1.00
325,605,1.00
326,605,1.00
327,605,1.00
317,606,0.30
318,606,0.60
319,606,0.75
320,606,1.00
321,606,1.00
322,606,1.00
323,606,1.00
324,606,1.00
325,606,1.00
326,606,1.00
327,606,1.00
327,607,1.00
327,608,1.00
327,609,1.00
327,610,1.00
327,611,0.90
327,612,0.60
327,613,0.60
327,614,0.30
327,615,0.30
318,603,0.30
319,603,0.30
320,603,0.60
321,603,0.90
322,603,1.00
323,603,1.00
324,603,1.00
325,603,1.00
326,603,1.00
327,603,1.00
328,603,1.00
318,604,0.30
319,604,0.30
320,604,0.60
321,604,1.00
322,604,1.00
323,604,1.00
324,604,1.00
325,604,1.00
326,604,1.00
327,604,1.00
328,604,1.00
328,605,1.00
328,606,1.00
328,607,1.00
328,608,1.00
328,609,1.00
328,610,0.90
328,611,0.60
328,612,0.30
328,613,0.30
320,601,0.30
321,601,0.60
322,601,0.90
323,601,1.00
324,601,1.00
325,601,1.00
326,601,1.00
327,601,1.00
328,601,1.00
329,601,1.00
330,601,1.00
320,602,0.30
321,602,0.60
322,602,0.90
323,602,1.00
324,602,1.00
325,602,1.00
326,602,1.00
327,602,1.00
328,602,1.00
329,602,1.00
330,602,1.00
329,603,1.00
330,603,1.00
329,604,1.00
330,604,1.00
329,605,1.00
330,605,1.00
329,606,1.00
330,606,1.00
329,607,1.00
330,607,1.00
329,608,1.00
330,608,0.90
329,609,0.60
330,609,0.60
329,610,0.60
330,610,0.60
329,611,0.30
330,611,0.30
321,600,0.30
322,600,0.60
323,600,0.60
324,600,1.00
