532,588,0.30
533,588,0.30
534,588,0.30
535,588,0.30
536,588,0.30
537,588,0.30
538,588,0.30
539,588,0.30
540,588,0.30
541,588,0.30
542,588,0.30
532,589,0.30
533,589,0.30
534,589,0.30
535,589,0.45
536,589,0.55
537,589,0.58
538,589,0.55
539,589,0.45
540,589,0.30
541,589,0.30
542,589,0.30
532,590,0.30
533,590,0.30
534,590,0.51
535,590,0.69
536,590,0.81
537,590,0.86
538,590,0.81
539,590,0.69
540,590,0.51
541,590,0.30
542,590,0.30
532,591,0.30
533,591,0.45
534,591,0.69
535,591,0.91
536,591,1.00
537,591,1.00
538,591,1.00
539,591,0.91
540,591,0.69
541,591,0.45
542,591,0.30
532,592,0.30
533,592,0.55
534,592,0.81
535,592,1.00
536,592,1.00
537,592,1.00
538,592,1.00
539,592,1.00
540,592,0.81
541,592,0.55
542,592,0.30
532,593,0.30
533,593,0.58
534,593,0.86
535,593,1.00
536,593,1.00
537,593,1.00
538,593,1.00
539,593,1.00
540,593,0.86
541,593,0.58
542,593,0.30
532,594,0.30
533,594,0.55
534,594,0.81
535,594,1.00
536,594,1.00
537,594,1.00
538,594,1.00
539,594,1.00
540,594,0.81
541,594,0.55
542,594,0.30
532,595,0.30
533,595,0.45
534,595,0.69
535,595,0.91
536,595,1.00
537,595,1.00
538,595,1.00
539,595,0.91
540,595,0.69
541,595,0.45
542,595,0.30
532,596,0.30
533,596,0.30
534,596,0.51
535,596,0.69
536,596,0.81
537,596,0.86
538,596,0.81
539,596,0.69
540,596,0.51
541,596,0.30
542,596,0.30
532,597,0.30
533,597,0.30
534,597,0.30
535,597,0.45
536,597,0.55
537,597,0.58
538,597,0.55
539,597,0.45
540,597,0.30
541,597,0.30
542,597,0.30
532,598,0.30
533,598,0.30
534,598,0.30
535,598,0.30
536,598,0.30
537,598,0.30
538,598,0.30
539,598,0.30
540,598,0.30
541,598,0.30
542,598,0.30

520,593,0.30
521,593,0.30
522,593,0.30
523,593,0.30
524,593,0.30
525,593,0.30
526,593,0.30
527,593,0.30
528,593,0.30
529,593,0.30
530,593,0.30
520,594,0.30
521,594,0.30
522,594,0.30
523,594,0.45
524,594,0.55
525,594,0.58
526,594,0.55
527,594,0.45
528,594,0.30
529,594,0.30
530,594,0.30
520,595,0.30
521,595,0.30
522,595,0.51
523,595,0.69
524,595,0.81
525,595,0.86
526,595,0.81
527,595,0.69
528,595,0.51
529,595,0.30
530,595,0.30
520,596,0.30
521,596,0.45
522,596,0.69
523,596,0.91
524,596,1.00
525,596,1.00
526,596,1.00
527,596,0.91
528,596,0.69
529,596,0.45
530,596,0.30
520,597,0.30
521,597,0.55
522,597,0.81
523,597,1.00
524,597,1.00
525,597,1.00
526,597,1.00
527,597,1.00
528,597,0.81
529,597,0.55
530,597,0.30
520,598,0.30
521,598,0.58
522,598,0.86
523,598,1.00
524,598,1.00
525,598,1.00
526,598,1.00
527,598,1.00
528,598,0.86
529,598,0.58
530,598,0.30
520,599,0.30
521,599,0.55
522,599,0.81
523,599,1.00
524,599,1.00
525,599,1.00
526,599,1.00
527,599,1.00
528,599,0.81
529,599,0.55
530,599,0.30
520,600,0.30
521,600,0.45
522,600,0.69
523,600,0.91
524,600,1.00
525,600,1.00
526,600,1.00
527,600,0.91
528,600,0.69
529,600,0.45
530,600,0.30
520,601,0.30
521,601,0.30
522,601,0.51
523,601,0.69
524,601,0.81
525,601,0.86
526,601,0.81
527,601,0.69
528,601,0.51
529,601,0.30
530,601,0.30
520,602,0.30
521,602,0.30
522,602,0.30
523,602,0.45
524,602,0.55
525,602,0.58
526,602,0.55
527,602,0.45
528,602,0.30
529,602,0.30
530,602,0.30
520,603,0.30
521,603,0.30
522,603,0.30
523,603,0.30
524,603,0.30
525,603,0.30
526,603,0.30
527,603,0.30
528,603,0.30
529,603,0.30
530,603,0.30

529,570,0.60
530,570,0.60
531,570,0.60
532,570,0.60
533,570,0.60
534,570,0.60
535,570,0.60
536,570,0.60
537,570,0.60
538,570,0.60
539,570,0.60
529,571,0.60
530,571,0.60
531,571,0.60
532,571,0.90
533,571,1.00
534,571,1.00
535,571,1.00
536,571,0.90
537,571,0.60
538,571,0.60
539,571,0.60
529,572,0.60
530,572,0.60
531,572,1.00
532,572,1.00
533,572,1.00
534,572,1.00
535,572,1.00
536,572,1.00
537,572,1.00
538,572,0.60
539,572,0.60
529,573,0.60
530,573,0.90
531,573,1.00
532,573,1.00
533,573,1.00
534,573,1.00
535,573,1.00
536,573,1.00
537,573,1.00
538,573,0.90
539,573,0.60
529,574,0.60
530,574,1.00
531,574,1.00
532,574,1.00
533,574,1.00
534,574,1.00
535,574,1.00
536,574,1.00
537,574,1.00
538,574,1.00
539,574,0.60
529,575,0.60
530,575,1.00
531,575,1.00
532,575,1.00
533,575,1.00
534,575,1.00
535,575,1.00
536,575,1.00
537,575,1.00
538,575,1.00
539,575,0.60
529,576,0.60
530,576,1.00
531,576,1.00
532,576,1.00
533,576,1.00
534,576,1.00
535,576,1.00
536,576,1.00
537,576,1.00
538,576,1.00
539,576,0.60
529,577,0.60
530,577,0.90
531,577,1.00
532,577,1.00
533,577,1.00
534,577,1.00
535,577,1.00
536,577,1.00
537,577,1.00
538,577,0.90
539,577,0.60
529,578,0.60
530,578,0.60
531,578,1.00
532,578,1.00
533,578,1.00
534,578,1.00
535,578,1.00
536,578,1.00
537,578,1.00
538,578,0.60
539,578,0.60
529,579,0.60
530,579,0.60
531,579,0.60
532,579,0.90
533,579,1.00
534,579,1.00
535,579,1.00
536,579,0.90
537,579,0.60
538,579,0.60
539,579,0.60
529,580,0.60
530,580,0.60
531,580,0.60
532,580,0.60
533,580,0.60
534,580,0.60
535,580,0.60
536,580,0.60
537,580,0.60
538,580,0.60
539,580,0.60

522,583,0.30
523,583,0.30
524,583,0.30
525,583,0.30
526,583,0.30
527,583,0.30
528,583,0.30
529,583,0.30
530,583,0.30
531,583,0.30
532,583,0.30
522,584,0.30
523,584,0.30
524,584,0.30
525,584,0.45
526,584,0.55
527,584,0.58
528,584,0.55
529,584,0.45
530,584,0.30
531,584,0.30
532,584,0.30
522,585,0.30
523,585,0.30
524,585,0.51
525,585,0.69
526,585,0.81
527,585,0.86
528,585,0.81
529,585,0.69
530,585,0.51
531,585,0.30
532,585,0.30
522,586,0.30
523,586,0.45
524,586,0.69
525,586,0.91
526,586,1.00
527,586,1.00
528,586,1.00
529,586,0.91
530,586,0.69
531,586,0.45
532,586,0.30
522,587,0.30
523,587,0.55
524,587,0.81
525,587,1.00
526,587,1.00
527,587,1.00
528,587,1.00
529,587,1.00
530,587,0.81
531,587,0.55
532,587,0.30
522,588,0.30
523,588,0.58
524,588,0.86
525,588,1.00
526,588,1.00
527,588,1.00
528,588,1.00
529,588,1.00
530,588,0.86
531,588,0.58
532,588,0.30
522,589,0.30
523,589,0.55
524,589,0.81
525,589,1.00
526,589,1.00
527,589,1.00
528,589,1.00
529,589,1.00
530,589,0.81
531,589,0.55
532,589,0.30
522,590,0.30
523,590,0.45
524,590,0.69
525,590,0.91
526,590,1.00
527,590,1.00
528,590,1.00
529,590,0.91
530,590,0.69
531,590,0.45
532,590,0.30
522,591,0.30
523,591,0.30
524,591,0.51
525,591,0.69
526,591,0.81
527,591,0.86
528,591,0.81
529,591,0.69
530,591,0.51
531,591,0.30
532,591,0.30
522,592,0.30
523,592,0.30
524,592,0.30
525,592,0.45
526,592,0.55
527,592,0.58
528,592,0.55
529,592,0.45
530,592,0.30
531,592,0.30
532,592,0.30
522,593,0.30
523,593,0.30
524,593,0.30
525,593,0.30
